Malignant cells	Immune cells	Stromal cells
PQLC1	0.23005	0.09173	0.0596
PQLC2	0.1803	0.13809	0.07501
PQLC3	0.04269	0.07226	0.04297
PRADC1	0.1158	0.08817	0.03593
PRAF2	0.05422	0.10483	0.15493
PRAME	0.20116	0.07908	0.01468
PRAMEF4	0.06982	0.0026	0
PRAP1	0.37453	0.08365	0.0874
PRC1	0.12427	0.07325	1.29873
PRC1-AS1	0.00163	0.00416	0.00026
PRCC	0.23459	0.17677	0.14594
PRCP	0.16681	0.21578	0.22779
PRDM1	0.04381	0.83213	0.65424
PRDM10	0.03364	0.02257	0.08221
PRDM11	0.0103	0.01418	0.00257
PRDM14	0.0062	0.00783	0.00642
PRDM15	0.04923	0.07854	0.1453
PRDM2	0.19023	0.41354	0.51194
PRDM4	0.05956	0.05615	0.08559
PRDM5	0.00277	0.01283	0.00675
PRDM6	0.0044	0.00026	0
PRDM7	0.02231	0.03268	0.02901
PRDM8	0.00056	0.01588	0.01085
PRDX1	1.44354	1.04508	1.15176
PRDX2	0.07186	0.07456	0.14283
PRDX3	0.33798	0.11726	0.19481
PRDX4	0.29496	0.61218	0.38863
PRDX5	0.95248	0.74499	0.80902
PRDX6	0.86489	0.38991	0.56879
PREB	0.28802	0.20342	0.32777
PRELID1	0.33212	0.32533	0.64205
PRELID2	0.63232	0.6103	0.39264
PRELP	0.1834	0.15832	0.14367
PREP	0.05091	0.04522	0.11928
PREPL	0.23176	0.17236	0.12589
PREX1	0.03431	0.24215	0.26658
PREX2	0.01187	0.0045	0.00158
PRF1	0.01924	0.32019	0.67572
PRG4	0.56906	0.1746	0.01817
PRH1	0.00447	0.00396	0.04235
PRH2	0.00331	0.00301	0
PRICKLE2	0.01319	0.00061	0
PRICKLE2-AS1	0.00206	0	0
PRICKLE2-AS3	0.00833	0.0102	0.00636
PRICKLE3	0.01591	0.02382	0.00098
AL365205.1	0.00239	0	0.00063
PRIM1	0.05803	0.05918	0.16356
PRIM2	0.01585	0.01379	0.07953
PRIMPOL	0.02647	0.03714	0.09783
PRKAA1	0.18805	0.06184	0.07035
PRKAA2	0.38701	0.08657	0.00713
PRKAB1	0.07802	0.04389	0.09293
PRKAB2	0.32508	0.06096	0.01592
PRKACA	0.07295	0.10213	0.10076
PRKACB	0.17649	0.45135	0.39918
PRKAG1	0.12339	0.08911	0.07959
PRKAG2	0.10193	0.08805	0.09227
PRKAG2-AS1	0.03959	0.00431	0
PRKAR1A	0.50007	0.42355	0.58217
PRKAR1B	0.01892	0.02023	0.01693
PRKAR2A	0.80957	0.40419	0.49431
PRKAR2A-AS1	0.02644	0.03187	0.01615
PRKAR2B	0.00226	0.01317	0.05556
PRKCA	0.18769	0.08314	0.09299
PRKCB	0.03656	0.40912	0.73452
PRKCD	0.05213	0.12184	0.06971
CAVIN3	0.00411	0.00591	0
PRKCE	0.03143	0.02581	0.00708
PRKCH	0.02115	0.36028	0.59561
PRKCI	0.33647	0.1162	0.05848
PRKCQ	0.00197	0.05494	0.21672
PRKCQ-AS1	0.00325	0.0594	0.02882
PRKCSH	0.21339	0.15368	0.20598
PRKCZ	0.1592	0.04087	0.03642
PRKD1	0.02176	0.00173	0
PRKD2	0.11568	0.28806	0.56761
PRKD3	0.10226	0.16606	0.22716
PRKDC	0.42763	0.3358	0.86714
PRKRA	0.1164	0.05585	0.20477
PRKRIP1	0.00646	0.00839	0.00155
PRKX	0.36039	0.44837	0.49724
PRKXP1	0.09526	0.11032	0.10717
PRKY	0.08614	0.07872	0.06007
PRLR	0.44345	0.02825	0.03352
PRMT1	0.06353	0.10025	0.15991
PRMT2	0.16125	0.45914	0.37619
PRMT3	0.05802	0.02223	0.06279
PRMT5	0.12121	0.05626	0.11213
PRMT5-AS1	0.00051	0.02242	0.03007
PRMT6	0.02113	0.0311	0.01262
PRMT7	0.06544	0.06223	0.05834
AC020688.1	0.0256	0.0174	0.01317
PRND	0.0022	0.00148	0.00025
PRNP	0.12832	0.17086	0.04246
PROC	0.60943	0.13053	0.00881
PROCA1	0.04656	0.02995	0.04394
PROCR	0.00811	0.00644	0
PRODH	0.0839	0.02772	0.00146
PRODH2	0.37051	0.06419	0.00221
PROKR2	0.02234	0.01993	0.01484
PROM1	0.00525	0.00086	0
PROM2	0.00556	0.00301	0.00276
PRORSD1P	0.00718	0.00112	0
PROS1	0.30234	0.0798	0.00344
PLPBP	0.1056	0.13078	0.25104
PROSER1	0.0406	0.06896	0.13318
PROSER2	0.05194	0.00176	0
PROSER2-AS1	0.0024	0.00082	0
PROX1	0.58863	0.09188	0.05608
PROX1-AS1	0.01412	0.00024	0.00026
PROZ	0.06625	0.00922	0
PRPF18	0.09228	0.09067	0.14483
PRPF19	0.24018	0.16783	0.23238
PRPF3	0.24286	0.17605	0.27916
PRPF31	0.19934	0.15177	0.3838
PRPF38A	0.08822	0.1184	0.33754
PRPF38B	0.46055	0.95194	1.30473
PRPF39	0.14381	0.13985	0.1344
PRPF4	0.11024	0.14126	0.23166
PRPF40A	0.52547	0.53798	0.883
PRPF40B	0.09111	0.02315	0.05829
PRPF4B	0.71287	0.71311	1.02272
PRPF6	0.58818	0.37244	0.56958
PRPF8	0.28327	0.2705	0.56202
PRPS1	0.09696	0.05618	0.15018
PRPS2	0.02563	0.04381	0.09108
PRPSAP1	0.34887	0.09206	0.23217
PRPSAP2	0.0443	0.05296	0.13762
PRR11	0.33135	0.37297	1.66772
PRR12	0.01577	0.01175	9e-04
PRR13	0.51757	0.53902	0.81518
PRR14	0.0874	0.06014	0.04394
PRR14L	0.23498	0.25921	0.24759
PRR15L	0.0051	0.00035	0
PRR18	0.0055	0	0
PRR23A	0.04207	0.03461	0.03277
PRR23C	0.00167	0.00161	0.00642
PRR26	0.00857	7e-05	0
PRR3	0.02238	0.02198	0.02823
PRR5	0.0871	0.09161	0.07766
PRR5L	0.01628	0.06129	0.0929
PRR7	0.00361	0.00659	0.00086
PRR7-AS1	0.00489	0.01172	0.01506
PRRC1	0.1859	0.13326	0.08583
PRRC2A	0.08016	0.07664	0.05896
PRRC2B	0.25997	0.34565	0.54726
PRRC2C	1.62447	1.91995	2.12727
PRRG1	0.03935	0.01653	0.00183
PRRG2	0.01754	0.02582	0.05807
PRRG4	0.25844	0.13946	0.11258
PRRT2	0.01062	0.00328	0
PRRT3	0.62965	0.55029	0.2724
PRRT3-AS1	0.02703	0.00359	0
PRSS12	0.0041	0.00127	0
PRSS21	0.00121	0.01638	0.01563
PRSS23	0.04984	0.02296	0.03266
PRSS27	1e-04	0.00629	0.00029
PRSS3	0.01203	0.00033	0.00069
PRSS35	0.00045	0.00903	0.00078
PRSS36	0.00123	0.00928	0
PRSS45	0.02085	0	0
PRSS50	0.02658	0.00038	0.00098
PRSS53	0.00721	0.00738	0
PRTFDC1	0.04715	0.00427	0.02669
PRTG	0.00626	0	0
PRUNE2	0.00223	0.00167	0
PRX	0.01192	0.00621	0
PSAP	1.80914	1.98171	0.9616
PSAPL1	0.00695	0.00261	0
PSAT1	0.095	0.05475	0.08572
PSD	0.00377	0.00997	0
PSD2	0.00122	0.00134	0.00043
PSD3	0.10241	0.06058	0.01671
PSD4	0.07753	0.09544	0.14402
PSEN1	0.19234	0.118	0.1297
PSEN2	0.05179	0.04436	0
PSENEN	0.22227	0.18191	0.17832
PSIP1	0.17773	0.38622	0.91016
PSKH1	0.05665	0.04192	0.01435
PSMA1	0.47292	0.32902	0.62942
PSMA2	0.28695	0.23398	0.47051
PSMA3	0.24647	0.16224	0.33348
PSMA4	0.55319	0.46036	1.28118
PSMA5	0.13324	0.13065	0.37482
PSMA6	0.36256	0.30247	0.72963
PSMA7	0.79225	0.77106	1.66689
PSMA8	0.001	0.00388	0
PSMB1	1.12424	0.76964	1.34516
PSMB10	0.15829	0.58866	1.30256
PSMB2	0.73706	0.44406	0.60843
PSMB4	0.56013	0.37783	0.45189
PSMB5	0.33972	0.15183	0.25183
PSMB6	0.36269	0.41556	0.92524
PSMB7	0.39037	0.42574	0.69116
PSMB8	0.20016	0.4226	1.08555
PSMB9	0.25208	0.74404	1.87365
PSMC1	0.46268	0.40989	0.90288
PSMC2	0.28329	0.13128	0.32619
PSMC3	0.53613	0.4513	1.15696
PSMC3IP	0.02511	0.00628	0.11743
PSMC4	0.48887	0.26892	0.44538
PSMC5	0.48236	0.42037	1.1041
PSMC6	0.29307	0.16606	0.39418
PSMD1	0.72552	0.43507	0.73471
PSMD10	0.09196	0.06868	0.07542
PSMD11	0.41542	0.24171	0.58566
PSMD12	0.3171	0.21952	0.399
PSMD13	0.35048	0.26028	0.60161
PSMD14	0.25349	0.22929	0.63468
PSMD2	0.70361	0.40627	0.79122
PSMD3	0.2187	0.10712	0.23739
PSMD4	0.66307	0.32171	0.52959
PSMD5	0.10882	0.1375	0.18066
CUTALP	0.22433	0.37045	0.36719
PSMD6	0.17666	0.10169	0.3675
PSMD6-AS2	0.01578	0.01726	0.01602
PSMD7	0.45218	0.40317	0.8063
PSMD8	0.39401	0.50762	1.11874
PSMD9	0.08916	0.0806	0.22833
PSME1	0.68873	1.01333	1.88526
PSME2	0.66604	1.121	2.10491
PSME3	0.17504	0.11582	0.16224
PSME4	0.32199	0.27364	0.38528
PSMF1	0.69362	0.4595	0.67796
PSMG1	0.08721	0.06465	0.10798
PSMG2	0.15582	0.09613	0.20858
PSMG3	0.16032	0.12345	0.08011
PSMG3-AS1	0.00763	0.00541	0.0149
PSMG4	0.10161	0.0621	0.11286
PSORS1C1	0.00464	0	0
PSORS1C3	0.00806	0.00476	0.00043
PSPC1	0.14343	0.21096	0.39987
PSPH	0.22328	0.04808	0.07737
PSRC1	0.01191	0.00326	0.08584
PSTK	0.03189	0.00864	0.00394
PSTPIP1	0.02511	0.22673	0.43818
PSTPIP2	0.04556	0.04971	0.07259
PTAFR	0.30789	0.3737	0.1848
PTAR1	0.10957	0.10184	0.0991
PTBP1	0.58908	0.51986	1.2387
PTBP2	0.08428	0.066	0.07087
PTBP3	0.20509	0.37469	0.63143
PTCD2	0.01023	0.00773	0.01952
PTCD3	0.47377	0.30656	0.45959
PTCH1	0.01503	0.01396	0.02118
PTCH2	0.00154	0.02419	0.03207
PTCHD1	0.0024	0.00123	0
PTCHD3	0.00516	0	0
PTCHD4	0.00134	0.00325	0
PTCSC3	0.0338	0.02836	0.01593
PTDSS1	0.16391	0.16965	0.38521
PTDSS2	0.12265	0.02902	0.06626
PTEN	0.38382	0.25384	0.33206
PTER	0.08446	0.09683	0.19411
PTGDR	7e-04	0.02154	0.08212
PTGDR2	0.00453	0.00095	0
PTGDS	0.23931	0.05982	0.00385
PTGER2	9e-04	0.02086	0.02507
PTGER3	0.0013	0	0
PTGER4	0.01783	0.27467	0.31084
PTGES	0.03492	0.02478	0.00093
PTGES2	0.10826	0.11193	0.18646
PTGES3	1.14763	0.80807	1.24938
PTGES3L	0.00751	0.00751	0.00028
PTGFR	0.08101	0.01109	0
PTGFRN	0.10341	0.02539	0.00056
PTGIS	0.05408	0.05398	0.00994
PTGR1	0.43933	0.12179	0.02142
PTGR2	0.19422	0.08443	0.08932
PTGS1	0.00819	0.03497	0.00399
PTGS2	0.00072	0.03135	0.00043
PTH2R	0.01742	0.00616	0.00731
PTHLH	0.00903	0.00428	0.00671
PTK2	0.22649	0.07501	0.03791
PTK2B	0.06308	0.40403	0.45988
PTK6	0.39211	0.31236	0.20098
PTK7	0.00117	0	0
PTMA	2.30184	3.3398	4.65606
PTMS	0.31137	0.37055	0.17008
PTN	0.00451	0.0081	0
PTOV1	0.2581	0.13842	0.12573
PTOV1-AS1	0.00476	0.00084	0
PTP4A1	1.04481	0.36046	0.25385
PTP4A2	0.54686	0.88818	1.27157
PTP4A3	0.06722	0.07175	0.03437
PTPDC1	0.0263	0.02795	0.04255
PTPMT1	0.20553	0.1399	0.29317
PTPN1	0.14591	0.38578	0.68827
PTPN11	0.51157	0.40744	0.85335
PTPN12	0.16219	0.1685	0.09427
PTPN13	0.0338	0.04464	0.02005
PTPN14	0.61425	0.6148	0.35932
PTPN18	0.22048	0.32208	0.44238
PTPN2	0.47887	0.6422	0.64735
PTPN21	0.05899	0.01373	0.00218
PTPN22	0.0111	0.30148	0.38606
PTPN23	0.18783	0.12309	0.01532
PTPN3	0.15534	0.02947	0.00286
PTPN4	0.09519	0.12113	0.14925
PTPN6	0.04917	0.25605	0.51913
PTPN7	0.01328	0.21165	0.74348
PTPN9	0.04315	0.02613	0.07946
PTPRA	0.16776	0.25643	0.51386
PTPRB	0.01071	0.00375	0
PTPRC	0.09219	1.35619	1.84722
PTPRCAP	0.04454	0.71564	1.16559
PTPRD	0.05079	0.00973	0
PTPRE	0.02557	0.28439	0.18778
PTPRF	0.75355	0.1142	0.02675
PTPRG	0.07726	0.0161	0.02706
PTPRG-AS1	0.00726	0.00499	0.00515
PTPRH	0.01514	0.00147	0
PTPRJ	0.23304	0.28454	0.2853
PTPRK	0.23252	0.03347	0.00864
PTPRM	0.04313	0.02775	0.01812
PTPRN2	0.00189	0.0144	0.06008
PTPRO	0.00565	0.04437	0
PTPRS	0.0547	0.01497	0.00101
PTPRU	0.03435	0.0114	0
CAVIN1	0.06896	0.03895	0.03234
PTRH1	0.04136	0.05559	0.0848
PTRH2	0.0934	0.05524	0.07321
PTRHD1	0.07303	0.06645	0.18436
PTS	0.09594	0.04673	0.04784
PTTG1	0.06166	0.08804	1.06717
PTTG1IP	0.45269	0.5107	0.36568
PTTG2	0.00102	0.00415	0.02107
PUF60	0.4403	0.33509	0.68591
PUM1	0.4852	0.43375	0.51129
PUM2	0.27325	0.24977	0.42692
PURA	0.33899	0.19437	0.23733
PURB	0.26291	0.24575	0.24202
PUS1	0.06626	0.03421	0.04671
PUS10	0.0484	0.0288	0.04493
PUS3	0.13706	0.06385	0.05401
PUS7	0.05197	0.02714	0.02613
PUS7L	0.09246	0.08785	0.10141
PUSL1	0.07782	0.04354	0.02475
PVALB	0.01401	0.00022	0
PVR	0.36063	0.19163	0.11365
PVRIG	0.01371	0.23826	0.58022
PVT1	0.01281	0.04302	0.07454
PWP1	0.30493	0.26448	0.5004
PWP2	0.0281	0.04574	0.04433
PWWP2A	0.11573	0.12869	0.26562
PWWP2B	0.08724	0.04079	0.02471
PXDC1	0.20157	0.04416	0.00436
PXDN	0.00863	0.00456	0
PXK	0.09579	0.12262	0.18402
PXMP2	0.55923	0.11482	0.28005
PXMP4	0.52571	0.38987	0.24549
PXN	0.12544	0.05905	0.11948
PXN-AS1	0.01767	0.00395	0.0255
PYCARD	0.06296	0.28884	0.47707
PYCR1	0.0904	0.06166	0.05057
PYCR2	0.0933	0.11403	0.15496
PYCR3	0.1808	0.08493	0.10024
PYGB	0.1668	0.18124	0.25377
PYGL	0.28561	0.15966	0.01432
PYGO1	0.00433	0.00647	0.00045
PYGO2	0.10264	0.04713	0.05541
PYHIN1	0.00634	0.15646	0.29213
PYROXD1	0.10194	0.1002	0.17614
PYROXD2	0.02339	0.01654	0.00228
PYY2	0.01227	0.00561	0
QARS	0.41482	0.28841	0.43875
QDPR	0.42206	0.13326	0.04971
QKI	0.38356	0.33378	0.20324
QPCT	0.00503	0.00761	0.00984
QPCTL	0.1261	0.11235	0.08501
QPRT	0.88261	0.34302	0.12263
QRFPR	0.07883	0.05642	0.03484
QRICH1	0.10657	0.13944	0.21465
QRICH2	0.05267	0.00546	0
QRSL1	0.2172	0.20203	0.1576
QSER1	0.21304	0.22046	0.24116
QSOX1	0.15852	0.05029	0.02204
QSOX2	0.02814	0.02385	0.04144
QTRT1	0.01723	0.00689	0
R3HCC1	0.06059	0.10826	0.12928
R3HCC1L	0.11212	0.15488	0.23586
R3HDM1	0.12306	0.15914	0.22551
R3HDM2	0.22754	0.1759	0.14616
R3HDM4	0.10659	0.15741	0.18943
RAB10	0.35447	0.36634	0.45696
RAB11A	0.23155	0.16544	0.2225
RAB11B	0.09727	0.08712	0.12514
RAB11B-AS1	0.0674	0.02235	0.02502
RAB11FIP1	0.198	0.33514	0.39709
RAB11FIP2	0.1206	0.06265	0.11577
RAB11FIP3	0.08434	0.06308	0.03488
RAB11FIP4	0.19086	0.1787	0.19521
RAB11FIP5	0.05411	0.01601	0.00088
RAB12	0.11151	0.05099	0.00126
RAB13	0.44672	0.24607	0.04921
RAB14	0.18099	0.18637	0.31136
RAB15	0.17577	0.17447	0.15516
RAB17	0.11664	0.01549	0
RAB18	0.20633	0.13687	0.19942
RAB1A	0.32441	0.25723	0.17732
RAB1B	0.29671	0.26076	0.70485
RAB20	0.01609	0.04442	0.00083
RAB21	0.20043	0.17496	0.10444
RAB22A	0.18363	0.11613	0.13768
RAB23	0.02308	0.01396	0.0119
RAB24	0.28756	0.1707	0.08532
RAB26	0.05453	0.00742	0.02419
RAB27A	0.37127	0.45287	0.76762
RAB27B	0.00753	0.01037	0.00302
RAB28	0.04549	0.02038	0.01349
RAB2A	0.38065	0.25984	0.24399
RAB2B	0.10936	0.11679	0.14762
RAB30	0.07427	0.28624	0.13858
RAB30-AS1	0.10089	0.0583	0.11892
RAB31	0.0794	0.25802	0.19746
RAB32	0.14933	0.07215	0.05023
RAB33A	0	0.00245	0.01421
RAB33B	0.04213	0.02133	0.03069
RAB34	0.03523	0.05845	0.04571
RAB35	0.04674	0.0896	0.101
RAB36	0.0115	0.00905	0.02153
RAB37	0.03416	0.13531	0.14176
RAB38	0.00159	0.00288	0.00849
RAB39A	0.00151	0.02589	0
RAB39B	0.00375	0.05433	0.04593
RAB3A	0.00698	0.0089	5e-04
RAB3B	0.32919	0.37063	0.25793
RAB3C	0.00146	0	0
RAB3D	0.07093	0.06798	0.09466
RAB3GAP1	0.18015	0.17742	0.13328
RAB3GAP2	0.29598	0.20052	0.20959
RAB3IL1	0.05226	0.05879	0.00162
RAB3IP	0.26226	0.16462	0.219
RAB40B	0.11943	0.02297	0.0039
RAB40C	0.05793	0.02996	0.04267
RAB42	0.11148	0.11908	0.08466
RAB4A	0.24146	0.13648	0.06461
RAB5A	0.1783	0.13975	0.15482
RAB5B	0.23585	0.14728	0.17047
RAB5C	0.11043	0.11551	0.1238
RAB6A	0.20269	0.18183	0.12497
RAB6B	0.00661	0.00177	0
RAB6C-AS1	0.00092	0.00011	0
RAB7A	0.52114	0.40129	0.57227
RAB8A	0.22067	0.40219	0.9075
RAB8B	0.07377	0.2785	0.38226
RAB9A	0.03034	0.05486	0.04667
RABAC1	0.47178	0.67642	0.57069
RABEP1	0.27312	0.33041	0.52476
RABEP2	0.03245	0.04184	0.05618
RABEPK	0.06907	0.04798	0.05525
RABGAP1	0.10115	0.18935	0.21227
RABGAP1L	0.22978	0.44078	0.73606
RABGEF1	0.12573	0.15341	0.20335
RABGGTA	0.05772	0.07506	0.072
RABGGTB	0.16009	0.08787	0.14063
RABIF	0.09202	0.0577	0.11367
RABL2A	0.01957	0.01492	0.0062
RABL2B	0.0518	0.04273	0.04728
RABL3	0.15336	0.11196	0.147
RABL6	0.132	0.23597	0.57542
RAC1	1.2992	1.20964	1.30109
RAC2	0.02644	0.54804	1.20706
RAC3	0.00184	0.00043	0
RACGAP1	0.04072	0.03796	0.47643
RAD1	0.51853	0.34758	0.39915
RAD17	0.12608	0.16125	0.25265
RAD18	0.04992	0.03751	0.24805
RAD21	0.53401	0.55786	1.91882
RAD21-AS1	0.01022	0.00537	0.0033
RAD23A	0.17749	0.25048	0.32814
RAD23B	0.31123	0.25123	0.29982
RAD50	0.49036	0.45116	0.6377
RAD51	0.02092	0.03235	0.309
RAD51-AS1	0.045	0.04363	0.10144
RAD51AP1	0.0283	0.05054	0.37135
RAD51AP2	0.00459	7e-05	0
RAD51B	0.02179	0.03039	0.01654
RAD51C	0.06076	0.06552	0.26384
RAD51D	0.02099	0.02654	0.03248
RAD52	0.0326	0.02143	0.0128
RAD54B	0.02697	0.01018	0.10268
RAD54L	0.01091	0.00623	0.07819
RAD54L2	0.21792	0.13721	0.24158
RAD9A	0.06196	0.05413	0.04897
RAD9B	0.00424	0.00475	0.00119
RAE1	0.09516	0.08306	0.18977
RAET1E	0.00372	0.00211	0.00736
RAET1E-AS1	0.00765	0.00012	0
RAET1G	0.00139	0.00357	0
RAET1K	0.00191	0.00129	0
RAF1	0.20493	0.14837	0.07922
RAG1	0.00404	0.00029	0.00028
RAI1	0.03433	0.03313	0.0795
RAI14	0.35281	0.06556	0.00685
RAI2	0.00421	0.00088	0
RALA	0.16354	0.14944	0.18808
RALB	0.1189	0.16085	0.13083
RALBP1	0.50173	0.32501	0.70349
RALGAPA1	0.06585	0.03383	0.02675
RALGAPA2	0.21719	0.08753	0.11287
RALGAPB	0.19455	0.17799	0.29129
RALGDS	0.00829	0.04461	0.01236
RALGPS1	0.00692	0.00688	0.01327
RALGPS2	0.40935	0.23511	0.18762
RALY	0.30382	0.48142	0.88598
RALYL	0.00693	0.00368	0
RAMP1	0.1909	0.02362	0.00845
RAMP2	0.00645	0.0061	0
RAMP2-AS1	0.19039	0.17084	0.13746
RAN	0.39472	0.39315	1.3088
RANBP1	0.21473	0.21792	0.77147
RANBP10	0.08505	0.04208	0.09882
RANBP17	0.04942	0.0026	0
RANBP2	0.33807	0.38229	0.49505
RANBP3	0.06828	0.1116	0.20667
RANBP3L	0.01579	0.00535	0.00033
RANBP6	0.07118	0.07407	0.07607
RANBP9	0.1185	0.1063	0.08521
RANGAP1	0.30474	0.1637	0.79099
RANGRF	0.02449	0.06951	0.25313
RAP1A	0.17186	0.31437	0.4479
RAP1B	0.40271	0.74469	1.33287
RAP1GAP	0.09156	0.02857	0.01854
RAP1GAP2	0.01061	0.00808	0.00154
RAP1GDS1	0.04608	0.11664	0.16502
RAP2A	0.08988	0.07628	0.10051
RAP2B	0.07952	0.22572	0.09823
RAP2C	0.1045	0.10598	0.07342
RAP2C-AS1	0.00392	0.0033	0.00161
RAPGEF1	0.08714	0.32205	0.38835
RAPGEF2	0.1353	0.1555	0.10737
RAPGEF3	0.00805	0.00013	0
RAPGEF4	0.05628	0.00855	0.00483
RAPGEF5	0.07332	0.02604	0.04246
RAPGEF6	0.11395	0.18157	0.21925
RAPGEFL1	0.02641	0.02149	0.00326
RAPH1	0.29268	0.11517	0.01779
RAPSN	0.00272	0.00235	0
RARA	0.07072	0.03501	0.01563
RARB	0.00286	0.00045	0
RARG	0.01362	0.01701	0.00835
RARRES1	0.00846	0.03737	0.00037
RARRES2	1.91295	0.45059	0.15563
RARRES3	0.25484	0.60604	0.91689
RARS	0.31029	0.19032	0.34332
RARS2	0.20181	0.16629	0.20474
RASA1	0.07838	0.1592	0.17565
RASA2	0.12238	0.36937	0.43824
RASA3	0.01368	0.05277	0.03781
RASA4	0.07261	0.10432	0.02342
RASA4CP	0.00309	0.00496	0.016
RASAL1	0.00205	0.00353	0
RASAL2	0.07837	0.034	0.02519
RASAL2-AS1	0.01277	0.00159	0.00961
RASAL3	0.02201	0.22649	0.46521
RASD1	0.03194	0.03962	0.02975
RASEF	0.0387	0.00962	0
RASGEF1A	0.04344	0.06726	0.11429
RASGEF1B	0.02402	0.07431	0.06229
RASGEF1C	0.00244	0.00111	0
RASGRF1	0.00642	0.0105	0.0277
RASGRF2	0.01261	0.01108	0
RASGRP1	0.00577	0.1918	0.49123
RASGRP2	0.00676	0.02212	0.03777
RASGRP3	0.00688	0.05827	0.11626
RASGRP4	0.00275	0.01745	0.00441
RASIP1	0.03555	0.01324	0.00474
RASL10B	0.09485	0.0013	0.00083
RASL12	0.00347	0	0
RASSF1	0.05465	0.16381	0.26992
RASSF10	0.00337	0	0
RASSF2	0.01365	0.18107	0.27106
RASSF3	0.07025	0.08991	0.02641
RASSF4	0.35836	0.28207	0.02218
RASSF5	0.05441	0.27724	0.42961
RASSF6	0.04628	0.03387	0.04
RASSF7	0.22904	0.10991	0.04457
RASSF8	0.14456	0.08904	0.0653
RASSF8-AS1	0.00907	0.00673	0
RASSF9	0.01038	0.00072	0
RAVER1	0.00841	0.01352	0.06874
RAVER2	0.02137	0.01711	0.02809
RAX2	0.01715	0.01168	0.00649
RB1	0.09098	0.17785	0.23806
RB1CC1	0.61082	0.4339	0.28529
RBAK	0.06643	0.07077	0.04566
RBBP4	0.73824	0.67693	0.85414
RBBP5	0.39136	0.33646	0.37282
RBBP6	0.43362	0.64212	0.89583
RBBP7	0.19528	0.27093	0.70723
RBBP8	0.06472	0.07107	0.44333
RBBP9	0.0987	0.05153	0.07149
RBCK1	0.39488	0.27095	0.27189
RBFA	0.09372	0.05845	0.0529
RBFADN	0.00564	0.00027	0.01249
RBFOX2	0.21084	0.0281	0.04112
RBKS	0.06618	0.01933	0.02545
RBL1	0.14938	0.20948	0.42025
RBL2	0.20001	0.37086	0.65584
RBM10	0.43373	0.22685	0.61897
RBM12	0.10257	0.11331	0.21339
RBM12B	0.08018	0.06699	0.15473
RBM14	0.20941	0.1207	0.27566
RBM15	0.08139	0.08081	0.16432
RBM15B	0.15266	0.12656	0.14699
RBM17	0.31561	0.32394	0.63189
RBM18	0.04181	0.07967	0.27465
RBM19	0.19033	0.14273	0.26321
RBM20	0.0125	0.00549	0
RBM22	0.21683	0.23856	0.32235
RBM23	0.11077	0.11923	0.15104
RBM24	0.05179	0.0054	0
RBM25	1.26317	1.58988	1.76115
RBM26	0.26034	0.34261	0.50821
RBM26-AS1	0.03209	0.0361	0.03456
RBM27	0.21828	0.32995	0.38478
RBM28	0.23822	0.14786	0.29826
RBM3	0.46796	0.59688	0.91608
RBM33	0.40309	0.35657	0.49792
RBM34	0.3021	0.33087	0.67042
RBM38	0.0243	0.04421	0.05045
RBM39	1.10777	1.45011	1.79382
RBM4	0.06541	0.06	0.08721
RBM41	0.49758	0.36427	0.36024
RBM42	0.11324	0.06202	0.13978
RBM43	0.20227	0.18507	0.15949
RBM44	0.00552	0.00826	0
RBM45	0.05777	0.0303	0.13509
RBM46	0.02296	0.01687	0.00056
RBM47	0.61581	0.41772	0.13915
RBM48	0.09108	0.1287	0.15125
RBM4B	0.03497	0.0175	0.0498
RBM5	0.37287	0.41759	0.47689
RBM6	0.38155	0.52897	0.60596
RBM7	0.06485	0.05434	0.059
RBM8A	0.68401	0.7235	1.23745
RBMS1	0.13369	0.17367	0.15504
RBMS2	0.03533	0.02603	0.01324
RBMX	0.74698	0.88446	1.6074
RBMX2	0.12604	0.1375	0.33973
RBMXL1	0.13589	0.11647	0.20916
RBMY2FP	0.00884	0.00356	0
RBP1	0.15658	0.03731	0.01943
RBP4	3.29964	0.83697	0.35008
RBP5	0.30545	0.03403	0
RBP7	0.00552	0.0109	0
RBPJ	0.33817	0.50835	0.67328
RBPMS	0.0722	0.00947	0.00094
RBPMS2	0.04966	0.00466	0.00085
RBX1	0.41373	0.4354	0.85253
RC3H1	0.15448	0.17698	0.19649
RC3H2	0.07093	0.08956	0.2277
RCAN1	0.06868	0.04647	0.01354
RCAN2	0.00534	0.03104	0.06844
RCAN3	0.03453	0.05857	0.13196
RCBTB1	0.07602	0.05811	0.07712
RCBTB2	0.01795	0.10031	0.00164
RCC1	0.02934	0.02761	0.13765
RCC2	0.08548	0.13312	0.20199
RCCD1	0.08462	0.0316	0.15907
RCE1	0.00603	0.00842	0.00347
RCHY1	0.03091	0.04802	0.02416
RCL1	0.04353	0.03002	0.00823
RCN1	0.2431	0.16146	0.08796
RCN2	0.22663	0.11921	0.19876
RCN3	0.02342	0.05507	0.00255
RCOR1	0.07836	0.07722	0.03515
RCOR2	0.00271	0	0
RCOR3	0.25835	0.18156	0.09798
RCSD1	0.10496	0.37313	0.62756
RD3	0.00537	0.00524	0.00159
RDH10	0.12281	0.02608	0.04117
RDH11	0.60222	0.30202	0.30782
RDH12	0.00708	0.00018	0
RDH13	0.05871	0.02712	0.00223
RDH16	0.27794	0.04136	0.00862
